,Q,A,labeling
4110, 고마워. 너는 다이어트 안해?, 나는 계속 하고있어.,0
4111, 그럼 나랑 같이 해보자., 그래. 내가 도와줄게.,0
4112, 요즘 머리가 너무 많이 빠지는 거 같아., 왜그러지? 원래 그렇게 잘빠져?,0
4113, 안그래도 머리숱이 없는데 정말 스트레스야., 스트레스 받으면 머리 더 빠져.,0
4114, 안그래도 머리숱이 없는데 정말 스트레스야., 스트레스 받지마.,0
4115, 그렇네. 이러다 탈모 오는거 아니야?, 괜찮을거야. 머리 너무 자극 주지마.,0
4116, 그래야겠다. 너는 머리 잘 안빠져?," 응, 나는 머리가 짧아서 그런가?",0
4117, 그러면 나도 머리 좀 잘라야겠다., 그래. 긴머리보다는 짧은 머리가 덜 빠질수도 있어.,0
4118, 요즘 주름이 자꾸 생기는 것 같아서 고민이야, 주름? 너 주름 없는 것 같던데,0
4119, 아냐ㅠㅠ 하나 둘 눈에 띄는 것 같아, 에이 초기엔 화장품만 잘 발라줘도 괜찮지 않을까?,0
4120, 그런가? 나는 주름 개선 화장품 한번도 안 써봤는데, 이번에 한번 써봐! 요즘 좋은 것 많이 나오더라,0
4121, 좋은건 비싸더라ㅠㅠ, 역시 가격이 비싼 이유가 있는거겠지 한번써봐!,0
4122, 하하 알았어 내가 써보고 좋으면 너한테 추천해줄게, 나도 요즘 주름 신경쓰였는데 고마워!,0
4123, 보톡스 맞아본 적 있어?, 보톡스? 아니 ? 너 맞으러 가려고?,0
4124, 관심은 있는데 아무래도 겁이 많아서 키키, 맞아 너 주사 무서워하잖아,0
4125, 응 ㅠㅠ 주사는 무섭고 예뻐지고는 싶어 키키, 모든 여자들이 다 그렇지 않을까?,0
4126, 그것도 그래 키키 주위에 맞았다는 후기 들어본 적 있어?, 주위에는 없고 그냥 인터넷에서 후기만 봤던 것 같아.,0
4127, 어떻대? 만족스럽대?, 사람마다 다 다른것 같아.,0
4128, 어떻대? 만족스럽대?, 근데 나는 안하는게 좋을 것 같아,0
4129, 눈썹 정리 어떻게 해?, 갑자기 왜 눈썹 정리하는 거야,0
4130, 주위에서 정리하고 다니길래, 요즘 남자도 많이 꾸미지,0
4131, 눈썹 칼도 샀는데 할 줄 몰라, 우선 미용실가서 한번 라인 잡아 주라고해,0
4132, 그냥 해줘?, 머리 자를 때 말하면 해줄 거야,0
4133, 아 그런 방법이 있구나 몰랐어," 응, 해보고 나중엔 그 라인 따라서 정리하면 편해",0
4134, 머릿결이 푸석푸석해지는 것 같아., 이번에 파마해서 그런거 아니야?,0
4135, 그렇겠지?ㅠㅠ 나는 머리카락이 너무 얇아서 쉽게 상하는 것 같아, 맞아 머리카락도 선천적일텐데ㅠㅠ,0
4136, 아냐 선천적이긴 하지만 2번정도 바뀐대, 아 그래? 신기하네,0
4137, 응 나 어렸을때 지금보다 훨씬 심한 곱슬이었는데 지금은 그렇게 안심해, 키키 생머리로 바뀌진 않고 덜 심해졌네?,0
4138, 응 그래도 이게 어디야 어렸을 땐 정말 스트레스였어, 지금은 반곱슬이라 더 예쁜 것 같아. 나는 부러워~,0
4139, 너 지난번에 퍼스널컬러 받아 보고 왔다고 햇나?, 응응 받아 보고 왔지,0
4140, 어땠어?? 나도 한번 받아 보고 싶다., 나는 정말 좋았어,0
4141, 어떤 점이 좋았어?, 나한테 어울리는 색을 알 수 있더라고,0
4142, 색을 아는게 중요한가?," 그렇지, 나와 가장 밀접한 관계에 있잖아",0
4143, 하긴 화장도 그렇고 옷도 그렇고 색 선택이 중요하긴 하네, 응 나는 진짜 돈이 아깝지 않았어. 너도 받아봐,0
4144, 다이어트해보셨어요?, 말도 못 하게 많이 해 봤어요,0
4145, 어떤 다이어트해 봤어요?," 전 1일 1식 다이어트, 황제 다이어트했어요.",0
4146, 저도 한번 들어 본 것 같아요., 네네. 요즘은 간헐적 단식이라고 부르더라고요.,0
4147, 저도 시도해보고 3일 만에 포기했어요, 이게 저한테는 잘 맞더라고요.,0
4148, 그렇군요. 다이어트도 자기에게 맞는 다이어트를 해야 해요., 맞아요. 안 그러면 바로 포기하게 돼요,0
4149, 요즘 체형 교정하는 곳이 많이 생겨나는 것 같아, 그래? 나도 요즘 체형 교정 관심있는데,0
4150, 가면 뭐 해주려나?, 일단 현재 상태에 대해서 진단해주지 않을까?,0
4151, 그렇겠지? 근데 체형교정은 단기간에 하기엔 어렵지 않나, 꾸준히 다녀야할걸?,0
4152, 어휴 그러면 또 돈많이 들겠네, 그렇지. 그리고 좀 아플 것 같아,0
4153, 맞아 경락도 진짜 아프잖아, 예뻐지는데엔 아픔이 따르는 것 같아ㅠㅠ,0
4154, 나 요즘 머리가 너무 많이 빠지는 것 같아ㅠㅠ, 너 머리숱 많지 않았어?,0
4155, 나 어렸을 땐 진짜 숱 부자였는데, 근데 너 지금도 머리숱 많아보여,0
4156, 아냐ㅠㅠ 머리카락이 길어서 그런지 빠지는게 눈에 잘보여, 원래 머리카락은 빠지고 나고 싸이클이 있잖아,0
4157, 그래? 그럼 탈모는 아닌가?ㅠㅠ 괜히 걱정되길래, 탈모가 초기 치료가 중요하긴 한데 너는 아직 그정도는 아닌것 같아,0
4158, 그럼 다행이다ㅠㅠ 그래 초기 관리가 중요하니까 샴푸라도 바꿔봐야겠어, 맞아 요즘 탈모 샴푸 종류도 많고 잘 나온다더라구,0
4159, 나 퍼스널 컬러 받고 왔다 키키, 와 키키 너 퍼스널 컬러 뭐래?,0
4160, 나 겨울 쿨톤이래 키키, 의외다 키키 나도 궁금하다,0
4161, 너도 한번 해봐 ! 진짜 재밌어 키키, 나는 뭐 같아?,0
4162, 음... 너는 봄웜?, 봄웜? 그런가? 키키 나도 예약해야겠다,0
4163, 받아 보고 후기 알려줘!, 응응 받아 보고 알려줄게,0
4164, 오늘 턱 끝에 필러 맞았다 키키, 어때? 아프진 않아?,0
4165, 별로 아프진 않았어 키키, 효과는 어때?,0
4166, 턱 끝이 쫌 뾰족해진 느낌이야 키키, 나는 눈 밑에 맞고 싶다,0
4167, 나도 키키 눈 밑 꺼짐 진짜 심해ㅠㅠ, 나는 다크써클도 심해서 더 문제야,0
4168, 나는 팔자 주름 걱정 ㅠㅠ, 상담 한번 받으러 가자 키키,0
4169, 너 앞머리 모류 교정 알아?, 헐 나 그거 완전 받고싶어,0
4170, 나도 곱슬이라 맨날 앞머리 휘어, 근데 그거 비싼것 같더라,0
4171, 진짜?셀프로도 할 수 있던데, 돈도 아까운데 한번 집에서 해볼까,0
4172, 유튜브 보고 따라하면 될 듯?, 오 너도 할거면 우리 같이해볼래,0
4173, 응 좋아! 나도 해보고싶어, 그래 그럼 내가 너 머리 먼저 교정해줄게,0
4174, 이번에 필러 맞아볼까?, 어디 맞게?,0
4175, 코에 맞아보고 싶어, 아프지 않을까?,0
4176, 주사니까 당연히 아프겠지?, 응 내 친구 중에 맞은 사람 있는데 엄청 아팠다던데?,0
4177, ㅠㅠ역시 예뻐지는건 아픔을 참아야 하나봐, 그렇지. 병원 잘 알아보고 다녀와,0
4178, 응 검색해보고 다녀오려고, 하하 다녀와서 후기 알려줘,0
4179, 얼굴 좀 갈아 엎고 싶다, 에이~ 그정도는 아니다,0
4180, 눈이랑 코랑 입꼬리랑 다 하고싶은데, 정 하고싶으면 하나만 해,0
4181, 코를 고치는게 인상이 제일 변한대, 맞아 코가 얼굴에서 제일 입체적이잖아,0
4182, 나 아는 언니도 필러 맞았던데, 그 언니는 예뻐졌어?,0
4183, 완전 성공했어 티도 안나고, 티 안나는게 제일 힘든데 잘됐네,0
4184, 나 어깨가 너무 굽었어 ㅠㅠ, 진짜 일자 어깨 너무 부러워,0
4185, 그러니까 난 축 쳐지고 굽었어, 운동 많아 하면 펴지지 않을까?,0
4186, 그렇겠지? 골반 교정도 해야 되는데, 맞아 나도 골반 틀어짐 진짜 심하데,0
4187, 골반이 틀어지면 온 몸이 틀어진데, 진짜? 어쩐지 내 몸이 다 틀어진 것 같더라,0
4188, 스트레칭 많이 하면 좋아 지려나?, 근데 근력도 엄청 중요한것 같아,0
4189, 헤어오일 하나 사야겠다, 쓰던 거 거의 다 써가나보다,0
4190, 어 원래 싼거 원쁠원 썼었어, 나도 맨날 세일하는 거만 사는데,0
4191, 근데 이번엔 좀 좋은거 사볼까 싶기도, 좋은 건 진짜 가격 좀 쎄더라,0
4192, 그니까 엄청 천차만별이던데, 티트리 오일 함유된게 좋대,0
4193, 맞아 그거 탈모방지 성분인 듯?, 내가 써보고 효과 있나 말해드림,0
4194, 너 성형중독 걸린 사람 봤어?, 헐 내 옆자리에 딱 있어,0
4195, 강남미인상 실제로 있어?, 응 너도 보면 알걸?,0
4196, 성형 중독이 그렇게 무섭다며, 그건 마음의 병이래,0
4197, 부작용도 어마어마하던데, 돈도 엄청 들거야,0
4198, 예쁜데 왜 더 고치는거지, 그러게 인간의 욕심은 끝이없나봐,0
4199, 어제 네일아트 스티커 득템했어, 네일아트 스티커는 뭐야?,0
4200, 젤네일처럼 보여지는 스티커야!, 스티커?그럼 떨어지지 않아?,0
4201, 응 붙여서 잴램프로 굳혀!, 와 신기하다 젤램프라니,0
4202, 요즘엔 셀프 네일 참 잘돼있어, 그러네 네일샵 갈 필요 없겠다,0
4203, 나중에 우리집 오면 해줄게, 응 손톱 발톱 다 부탁해,0
4204, 피부 레이저 시술 받고싶다, 레이저 시술 어떤거?,0
4205, 모공이랑 잡티 케어 하는거!, 레이저 받아본 적 있어?,0
4206, 응 저번에 한번 해봤어, 따갑거나 아프진 않았어?,0
4207, 되게 따끔하고 아프긴 해, 난 겁이 많아서 그런거 못하겠다,0
4208, 잠깐만 참으면 괜찮아, 한 번 용기내서 해볼까...,0
4209, 오늘 머리 염색하러 가야하는데 시간이 안난다, 저두요 흰머리가 산을 이루고 있어요,0
4210, 미용실에서 염색하는거 2만원하지 않아?, 남자들 머리얘기하는거죠? 여자머리 염색하는데 5만원정도 해요,0
4211, 비싸구나 나는 한달에 2번은 하는데 아줌마들은 파마에 염색에, 영양제도 해야해요 여자들 관리는 끝이 없다니까요,0
4212, 할머니 파마를 해라 뽀글이 파마 잘 안풀리는 할머니 파마 있잖아, 나 아직 할머니 아니거든요 인생은 60부터 아직 20년 남았다고요,0
4213, 우리아들 집에서 내가 탈색해줬는데 나 실력이 있는거 같아, 미용이라는게 쉽지 않아요 소질이있다니 도전,0
4214, 너 공짜로 머리하는법 알아?, 공짜로? 어떻게 하는데?,0
4215, 인터넷에 미용실 체험단 쳐봐, 검색해보고 올게 잠시만,0
4216, 응 거기서 지역보고 신청해, 나 방금 신청했어 고마워!,0
4217, 이렇게 하면 머리 공짜로 가능해, 파마나 염색도 해줘?,0
4218, 응 시술 종류별로 다 있어, 고마워 진짜 꿀팁이다,0
4219, 나 쌍수했는데 망한 것 같아, 왜? 자연스러워 보이던데?,0
4220, 한 쪽이 짝짝이 같아, 별로 티 안나!,0
4221, 내 눈에만 보이는건가, 응 남들은 별로 관심 없을거야,0
4222, 그래도 너무 속상해, 그럼 재수술은 어때?,0
4223, 다시는 수술하고 싶지 않아, 많이 아팠나보네 수술이,0
4224, 아 진짜 모공때문에 스트레스야, 왜 그렇게 스트레스 받아해,0
4225, 아니 아무리 화장을 해도 커버가 안돼, 모공 프라이머 사용해 봤어?,0
4226, 그거 가지고 될 게 아니야 지금, 시술은 효과가 많이는 없다던데,0
4227, 그냥 이렇게 살아야 되나봐, 걱정마 사람들이 많이 신경 안써~,0
4228, 거울 볼때마다 기분이 별로야, 내가 재생크림 선물해줄게,0
4229, 메이크업 샵에 가서 받으면 진짜 다르겠지?, 그럴걸? 그래서 신부화장이 사기래잖아,0
4230, 맞아 신부화장한거 보면 다 예쁘더라, 응 메이크업도 정말 중요한 것 같아,0
4231, 나도 한번 받아보고 싶다., 언니 결혼할 떄 받을거잖아,0
4232, 그건 그런데 지금 받아보고 싶어 키키, 그럼 한번 받아봐 얼마 안할걸?,0
4233, 전문가의 손길은 다르겠지?, 당연하지! 일단 샵에 가보자,0
4234, 너도 왁싱해봤어?나는 아직 안해봤거든, 어머 안해본 사람 없을껄요,0
4235, 수영장 다니면 필수로 다들 한다고 하던데 나도 해야하는걸까?, 요즘은 남자 여자 할꺼없이 많이해요 청결에 좋다고 해서요,0
4236, 나도 살짝은 거부감이 있는데  해볼까 고민중이야, 한번하는게 살짝 고민이지 받고나면은 계속해요,0
4237, 해보면 끊지 못 할 거라더라 고통은 따르지만 좋다고들하더라, 챙피한거 없어요 이런걸로 챙피하다고 생각하면 예뻐지기힘들듯,0
4238, 남자들 눈썹도 문신많이 한다는데 확 티가 나는건아니겠지?, 요즘은 자연스럽게 잘되요 저 한거 사람들 잘몰라요,0
4239, 쌍커플 수술 한번 할려고 하는데 어떨까?, 남자들은 쌍꺼풀 수술하면 박명수처럼 되는 거 아닌가요,0
4240, 아니면 눈 위에 있는 지방 좀 빼볼까, 그게 좋을 거 같아요 지방 빼는 게 처진 것도 올려주고,0
4241, 너는 성형하면 어디 하고 싶은데, 저 며칠 전에 쌍꺼풀 수술했어요 아파 죽겠습니다,0
4242, 내가 보기엔 가슴 쪽도 했으면 좋겠는데, 아이 낳고 나서는 많이 좋아진 편이에요 저는 피부과 갈려고요,0
4243, 나는 코만 살짝 올리면 정우성 빰 칠 거야, 해보세요 코하면 엄청 아프다는데 나쁘지 않을꺼 같긴해요,0
4244, 너 기초화장품으로 뭐써?, 왜 언니 쓰던거 다썼어?,0
4245, 응 나는 매번 다른제품으로 시도하는데 잘 맞는게 뭔지 모르겠더라., 나는 쓰던거만 쓰는데 이거 좋아,0
4246, 오 그거 뭔데?, 일단 토너패드로 닦아내고 바르면 더 좋더라구,0
4247, 맞아 닦토 얘기만 많이 들었던 것 같아, 응 그리고 진짜 편해 슥 닦아내면 끝이야,0
4248, 오 근데 자극은 많이 없어?, 응응 괜찮던데? 언니도 한번 써봐,0
4249, 너 퍼스널컬러 뭔지 알아?, 아니? 언니는 알아?,0
4250, 아니 나도 몰라서 키키 궁금하지 않아?, 응 요즘 많이 받고 오는것 같더라.,0
4251, 나도 어떤 색이 어울리는지 알아야 그에 맞는 옷을 살텐데, 그치 그러면 옷이나 화장품 색상 선택하는데 도움이 될 것 같아.,0
4252, 응 퍼스널컬러 진단 받으려면 생얼로 가야한대," 헐,, 하긴 생얼로 가야 진단받기 편하겠다.",0
4253, 응응 다음에 한번 같이 받으러가자, 응 나도 관심있었는데 같이 가자,0
4254, 향기도 좋고 촉촉한 헤어에센스 어디 없나?, 헤어에센스 대부분 다 향기 좋던데?,0
4255, 그건 그런데 내스타일인 향을 아직 못찾았어., 올리브영 가보면 엄청 많잖아,0
4256, 종류가 너무 많으니까 못선택하겠더라., 그것도 그렇지. 그 중 제일 인기있는 것 부터 써봐,0
4257, 추천해줄만한 것 있어?, 나는 헤어에센스를 잘 안써서ㅠㅠ 잘 모르겠어.,0
4258, 응 그럼 일단 인기있는것부터 사서 써봐야겠다., 응 잘팔리는데에는 다 이유가 있을거야,0
4259, 나 이번에 새로 산 아이섀도우 팔레트 진짜 예쁜 것 같아, 오 뭔데? 발색 잘나와?,0
4260, 응응 진짜 대박이야 나랑 잘어울리는 색이 많아서!, 언니는 붉은색 계열 좋아하잖아,0
4261, 응응 근데 나랑 진짜 찰떡이야,  오~ 셀카 찍어서 보내줘,0
4262, 키키 내가 주말에 찍어서 보내줄게, 응응 보고 예쁘면 나도 사야겠다.,0
4263, 이거 진짜 추천! 주말에 한번 써봐,  오 그러면 되겠다! 응,0
4264, 파마했더니 머리카락이 개털된것 같아ㅠㅠ, 원래 미용실 한번 다녀오면 손상되는건 어쩔수 없어,0
4265, 맞아 그래서 관리를 해줘야하는거겠지?, 응 그렇지 트리트먼트 꾸준히 해주고 헤어에센스 발라주고,0
4266, 맞아 나는 트리트먼트 매일 하는데 왜그럴까?, 그거 트리트먼트 모발 끝쪽에만 바르고 잠시 방치해둬야한대,0
4267, 나도 나름 방치한 뒤에 헹구긴 하는데ㅠㅠ, 그럼 트리트먼트를 바꿔봐. 요즘 좋은 제품 많이 나오더라,0
4268, 마침 이거 다 써가는데 좋은거 있나 찾아봐야겠다., 나 쓰는거 있는데 진짜 좋아. 언니 이거 한번 사봐,0
4269, 나 요즘 옷을 너무 많이 사는 것 같아, 맞아 언니 옷좀 그만사고 피부관리를 해,0
4270, 피부관리하는거 왜이렇게 귀찮냐, 근데 피부가 좋아지면 뿌듯해지더라,0
