,Q,A
4921,1 : 그 군복이라고 해야 하나? 그것도 갖춰 입고 다니더라!,2 : 나도 학교에서 봤었는데 학교 과가 그쪽이랑 관련 없는 사람들도 관심이 생겨서 그렇게 들어가고 또 그렇게 해서 직업 군인으로 가는 사람들도 종종 있더라!
4922,1 : 그래서 그 친구는 3년? 정도 다니고 제대했어!,2 : 헉 그랬구나!
4923,1 : 그래서 그 친구는 3년? 정도 다니고 제대했어!,2 : 확실히 군대에서 일을 한다는 것 자체가 정말 어려운 부분인 거 같아 ㅠㅠ
4924,1 : 그래서 그 친구는 3년? 정도 다니고 제대했어!,2 : 잠시 훈련 받는 것도 정말 쉽지 않은 건데 말이야.
4925,1 : 맞아! 장교는 또 그냥 들어가는 게 아니라 시험 봐서 들어가니까... 들어가는 것도 힘들었을 텐데 계속 다니는 게 더 힘들었나 봐.,2 : 그치. 고생해서 들어갔는데도 그만두는 거 보면 정말 힘들었다는 게 느껴지네.
4926,1 : 맞아! 장교는 또 그냥 들어가는 게 아니라 시험 봐서 들어가니까... 들어가는 것도 힘들었을 텐데 계속 다니는 게 더 힘들었나 봐.,2 : 나도 내 동생 군대 갔을 때 많이 힘들어하는 거 보고 좀 더 확 느껴졌던 거 같아 ㅠㅠ
4927,1 : 동생은 육군 갔었어?,2 : 동생은 의경으로 갔었어!
4928,1 : 동생은 육군 갔었어?,2 : 그래서 육군이랑은 또 조금 다른 힘든 점이 있었던 거 같아!
4929,1 : 의경은 주로 어떤 임무를 해?,2 : 지역마다 조금 다를 텐데 치안 업무는 기본적으로 하는 거 같고 긴급한 상황이 생기면 나가서 같이 돕는 것도 있고 시위나 집회 같은 게 있으면 나가는 것 같더라! ㅠㅠ
4930,1 : 무사히 전역해서 정말 다행이야!,2 : 맞아 그 기간은 가족들 모두가 같이 걱정하고 기다리는 시간이라서 정말 힘들었는데 무사히 지나가서 정말 다행인 거 같아!
4931,1 : 그때는 무슨 학원이었어?,2 : 아 이모가 영어 어학원을 하셔서 거기서 했었어!
4932,1 : 아니면 성인들도 같이 다니는 학원이었어?,2 : 거기는 아이들이 다니는 곳이어서 성인은 없었어!
4933,1 : 아니면 성인들도 같이 다니는 학원이었어?,2 : 나는 사실 엄청 간단한 사무적인 거만 해서 큰 경험은 아니었지만 재미는 있었어! 하하
4934,1 : 어린 애들이었으면 귀여웠겠다 뭔가 키키,2 : 그치 아무래도 고등학생들은 조금 다가가기 쉽지 않아서 키키
4935,1 : 어린 애들이었으면 귀여웠겠다 뭔가 키키,2 : 그나마 좀 편했어.
4936,1 : 아니 영어를 초중고 10년 가까이 했는데 지금 다 까먹고 어쩌다 외국인이 뭐 길 물어보면 어버버야,2 : 키키 너무 공감이야!
4937,1 : 아니 영어를 초중고 10년 가까이 했는데 지금 다 까먹고 어쩌다 외국인이 뭐 길 물어보면 어버버야,2 : 사실 영어는 진짜 우리가 어렸을 때부터 거의 제일 먼저 배우는 외국어가 됐잖아?
4938,1 : 아니 영어를 초중고 10년 가까이 했는데 지금 다 까먹고 어쩌다 외국인이 뭐 길 물어보면 어버버야,2 : 근데도 여전히 너무 어렵고 가물가물해.
4939,1 : 그냥 문제 유형에 따라 거의 암기하다시피 하니까!,2 : 맞아! 사실 시험을 위한 공부가 되어버려서 좀 문제가 있는 거 같아 ㅠㅠ
4940,1 : 그냥 문제 유형에 따라 거의 암기하다시피 하니까!,2 : 막상 외국이나 외국인 만나면 입이 안 열리는 걸 보면 말이지.
4941,1 : 물론 난이도나 뭐 방식은 좀 다를 수는 있어도 결국은 그냥 문제 유형 외우고 그에 맞게 빨리 빨리 풀어야 하는 거 같더라고!,2 : 그치 진짜 시험에 맞춰진 자격증 공부나 다름 없어서 하면서도 좀 그래 ㅠㅠ
4942,1 : 물론 난이도나 뭐 방식은 좀 다를 수는 있어도 결국은 그냥 문제 유형 외우고 그에 맞게 빨리 빨리 풀어야 하는 거 같더라고!,2 : 뭔가 일상에 도움이 되는 그런 공부를 하고 싶은데...
4943,1 : 맞아! 그러면 회화 공부를 해야 되려나?,2 : 응! 아무래도 회화 공부가 일상에서 유용한 공부인 거 같긴 해!
4944,1 : 맞아! 그러면 회화 공부를 해야 되려나?,2 : 요즘은 온라인이나 전화로도 회화 공부하는 사람들도 있더라!
4945,1 : 요즘 영어도 그렇고 다른 언어들도 화상으로 하는 거 꽤 많던데 해보고 싶어.,2 : 그치? 뭔가 직접 가기는 좀 부담스럽고 시간이 안 나면 화상으로 하는 것도 괜찮을 거 같아! 하하
4946,1 : 넌 어때?,2 : 아 정말?
4947,1 : 넌 어때?,2 : 우리 가족은 그래도 뭉치려고 하는 편인 거 같긴 해!
4948,1 : 넌 어때?,2 : 나만 해도 가족들이랑 있는 게 좋아서 대학생 때도 독립 생각이 별로 없었거든 키키
4949,1 : 좋다 ㅠㅠ 가족들한테 힘 얻는 게 크지!,2 : 응응 ㅠㅠ 근데 요즘엔 그동안 너무 가족한테 많이 의지해서 독립심이 없게 지내왔나? 하는 생각도 좀 들더라구...
4950,1 : 그리고 나중에는 진짜 독립해서 따로 살게 될 수도 있으니까 지금을 즐겨 하하,2 : 키키 그래도 되겠지?
4951,1 : 그리고 나중에는 진짜 독립해서 따로 살게 될 수도 있으니까 지금을 즐겨 하하,2 : 사실 나중을 생각하면 같이 지낼 수 있을 때 지내는 게 좋은 거 같긴 하더라.
4952,1 : 그리고 나중에는 진짜 독립해서 따로 살게 될 수도 있으니까 지금을 즐겨 하하,2 : 생각보다 같이 지낼 수 있는 시간이 짧더라구. ㅠㅠ
4953,1 : 맞아 맞아! 이건 좀 다른 얘기긴 한데 요즘 시대에서 가족의 정의도 많이 달라지는 거 같아!,2 : 맞아 정말 그런 거 같더라!
4954,1 : 맞아 맞아! 이건 좀 다른 얘기긴 한데 요즘 시대에서 가족의 정의도 많이 달라지는 거 같아!,2 : 확실히 점점 달라지는 게 느껴지는 게 나 어릴 때랑 지금이랑은 또 사뭇 달라졌거든!
4955,1 : 맞아! 예전에는 가족이라 하면 무조건 피 나눈 혈연을 의미했는데 요즘은 뭐 예를 들어 쉼터나 고아원에서 같이 지낸 친구도 친구를 넘어 가족이라 할 수 있더라!,2 : 오오 맞아 생각해보니 그러네!
4956,1 : 맞아! 예전에는 가족이라 하면 무조건 피 나눈 혈연을 의미했는데 요즘은 뭐 예를 들어 쉼터나 고아원에서 같이 지낸 친구도 친구를 넘어 가족이라 할 수 있더라!,2 : 그리고 요즘에는 입양 가족들도 이전보다 많이 인식이 달라져서 다른 사람들도 정말 가족이라고 말하고 또 생각하는 거 같아!
4957,1 : 서먹서먹한 가족들 보러 키키,2 : 맞아 맞아! 키키 서먹서먹해도 역시 가족은 가족이지!
4958,1 : 서먹서먹한 가족들 보러 키키,2 : 지금 집이랑 가까이 있어?
4959,1 : 많이 멀진 않아서 그래도 한 달에 한두 번씩은 가는 거 같아!,2 : 오! 진짜 그 정도면 정말 괜찮다!
4960,1 : 많이 멀진 않아서 그래도 한 달에 한두 번씩은 가는 거 같아!,2 : 가까워도 잘 못 갈 수도 있는데 그래도 한 달에 한두 번씩이면 부모님도 좋아하시겠어!
4961,1 : 응! 뭐 언젠가 이사 간다 해도 너무 멀리 떨어지지 않는 곳에서 살고 싶어!,2 : 너무 좋다!
4962,1 : 응! 뭐 언젠가 이사 간다 해도 너무 멀리 떨어지지 않는 곳에서 살고 싶어!,2 : 나도 독립하더라도 좀 가까운 곳에 살고 싶어 ㅠㅠ
4963,1 : 응! 뭐 언젠가 이사 간다 해도 너무 멀리 떨어지지 않는 곳에서 살고 싶어!,2 : 너무 멀어지면 좀 아쉽고 그럴 거 같아.
4964,1 : 요즘 반려동물 시장이 진짜 커지고 있대!,2 : 오 정말?
4965,1 : 요즘 반려동물 시장이 진짜 커지고 있대!,2 : 사람들이 점점 다양한 동물들을 키우는 건가?
4966,1 : 근데 확실히 길가 다녀봐도 강아지 산책 시키는 사람들이 더 많아진 느낌이야,2 : 맞아 그건 그래!
4967,1 : 근데 확실히 길가 다녀봐도 강아지 산책 시키는 사람들이 더 많아진 느낌이야,2 : 우리 동네에도 강아지 산책 시키는 모습 정말 많이 보이거든!
4968,1 : 난 강아지는 안 키우지만 그 강형욱? 그 사람이 확실히 반려동물 문화를 좀 바꾼 거 같기도 해 키키,2 : 아 진짜 생각해보니 그렇네! 키키
4969,1 : 난 강아지는 안 키우지만 그 강형욱? 그 사람이 확실히 반려동물 문화를 좀 바꾼 거 같기도 해 키키,2 : 나도 강아지를 키우지는 않지만 그 사람 영상은 종종 봤거든!
4970,1 : 난 강아지는 안 키우지만 그 강형욱? 그 사람이 확실히 반려동물 문화를 좀 바꾼 거 같기도 해 키키,2 : 사람들이 좀 책임감 갖게 된 것도 같아!
4971,1 : 안 그러면 스트레스 받고 그게 뭐 공격성으로 나올 수가 있다고 한다더라!,2 : 헉 그렇구나!
4972,1 : 안 그러면 스트레스 받고 그게 뭐 공격성으로 나올 수가 있다고 한다더라!,2 : 하긴 요즘 워낙 바쁘게 다들 사니까 강아지가 혼자 집에만 있는 경우가 진짜 많은 거 같아 ㅠㅠ
4973,1 : 맞아. 그래서 내 친구는 애견 미용샵 사장인데 샵에 항상 데리고 다니더라고!,2 : 오 진짜 그렇게 데리고 다니시는구나!
4974,1 : 맞아. 그래서 내 친구는 애견 미용샵 사장인데 샵에 항상 데리고 다니더라고!,2 : 일하는 곳에 데리고 갈 수 있는 사람들은 그렇게 같이 나가는 것도 괜찮겠다!
4975,1 : 맞아. 그래서 내 친구는 애견 미용샵 사장인데 샵에 항상 데리고 다니더라고!,2 : 요즘은 애견 동반 가능 카페도 좀 있어서 같이 데리고 나가기도 하던데!
4976,1 : 반려견 있는 사람들은 그런 데로 자주 가더라!,2 : 오 맞아!
4977,1 : 반려견 있는 사람들은 그런 데로 자주 가더라!,2 : 또 펜션 같은 데도 있던데 식당도 있는 줄은 몰랐어!
4978,1 : 반려견 있는 사람들은 그런 데로 자주 가더라!,2 : 되게 새로운 것들이 많이 생기고 있구나 요즘 하하
4979,1 : 그만큼 동물권 보장도 좀 법적으로 되고... 인식이 좋아졌으면 좋겠어 ㅠㅠ,2 : 그치 이전에는 동물 관련된 사건 사고가 일어나도 대처가 잘 안 됐던 거 같은데 요즘에는 많이 좋아지고 있는 거 같아서 다행이야!
4980,1 : 맞아. 동물도 같이 공존하는 생명체인데 생명 존중을 좀 해야지!,2 : 공감이야!
4981,1 : 맞아. 동물도 같이 공존하는 생명체인데 생명 존중을 좀 해야지!,2 : 앞으로도 사람들 인식이 더 나아졌으면 좋겠어!
4982,1 : 오늘 저녁에 올림픽 여자 배구 4강전 한대!,2 : 헉 오늘 저녁이었구나!
4983,1 : 오늘 저녁에 올림픽 여자 배구 4강전 한대!,2 : 퇴근하고 가서 볼 수 있으려나!
4984,1 : 퇴근하고 가서 볼 수 있겠는데!,2 : 시간 완전 좋다! 키키
4985,1 : 퇴근하고 가서 볼 수 있겠는데!,2 : 이전에는 오전에 하고 그래서 못 본 게 너무 아쉬웠는데 ㅠㅠ
4986,1 : 그래도 연경신이 있다면!,2 : 브라질 정말 잘 할 텐데... 맞아!
4987,1 : 그래도 연경신이 있다면!,2 : 그래도 이전 경기 같이 했던 국가들도 잘하는 곳이었는데도 이겼으니까!
4988,1 : 양궁도 항상 인터넷에 클립으로만 봤거든,2 : 오 사실 나도 그래 키키
4989,1 : 양궁도 항상 인터넷에 클립으로만 봤거든,2 : 항상 결과 알고 나서 나중에 봤었는데...
4990,1 : 양궁도 항상 인터넷에 클립으로만 봤거든,2 : 근데 운동 경기 생중계 보면 정말 너무 너무 긴장 돼.
4991,1 : 맞아! 스포츠 경기 보는 거 좋아해?,2 : 나 내가 좋아하거나 흥미가 가는 경기들은 올림픽 할 때 종종 보는 거 같아!
4992,1 : 어떤 종목 좋아해?!,2 : 음 나는 주로 양궁이나 쇼트트랙을 자주 보는 거 같아!
4993,1 : 어떤 종목 좋아해?!,2 : 넌?
4994,1 : 우리 둘 다 뭔가 빠르게 진행되는 종목을 좋아하네 키키,2 : 키키 말하고 보니 그렇네!
4995,1 : 우리 둘 다 뭔가 빠르게 진행되는 종목을 좋아하네 키키,2 : 뭔가 박진감도 넘치고 긴장도 되는데 재밌는 거 같아!
4996,1 : 금요일이고 하니 더 기대되고 신난다 키키,2 : 그러자 진짜 오늘 마침 딱 금요일이어서 조금은 맘 편하게 볼 수 있겠다!
4997,1 : 너 혹시 심즈라는 게임 알아?,2 : 아 해보지는 않았는데 온라인에 올라온 사진 같은 걸로 본 적은 있어!
4998,1 : 나 초등학생 때 심즈 1인가 2였나 나왔었는데 지금은 4까지 나왔어.,2 : 아 정말? 키키
4999,1 : 나 초등학생 때 심즈 1인가 2였나 나왔었는데 지금은 4까지 나왔어.,2 : 내 주변 애들이 관심이 없었던 건가 나는 잘 몰랐었던 거 같아!
5000,1 : 나 초등학생 때 심즈 1인가 2였나 나왔었는데 지금은 4까지 나왔어.,2 : 그건 뭘 하는 게임이야?
5001,1 : 그래서 그 심들로 다른 심들이랑 친구로 지내기도 하고 연인으로 지내기도 하고 가족도 만들고 직장도 다니고 휴가도 다니고 그런... 진짜 사람 인생처럼 플레이 하는 게임이야!,2 : 오 대박!
5002,1 : 그래서 그 심들로 다른 심들이랑 친구로 지내기도 하고 연인으로 지내기도 하고 가족도 만들고 직장도 다니고 휴가도 다니고 그런... 진짜 사람 인생처럼 플레이 하는 게임이야!,2 : 약간 내가 만들어가는 느낌의 게임이구나!
5003,1 : 그래서 그 심들로 다른 심들이랑 친구로 지내기도 하고 연인으로 지내기도 하고 가족도 만들고 직장도 다니고 휴가도 다니고 그런... 진짜 사람 인생처럼 플레이 하는 게임이야!,2 : 뭔가 내가 성장시키는 아니면 같이 커가는 기분이라 되게 재밌을 거 같다 키키
5004,1 : 그래서 그 심들로 다른 심들이랑 친구로 지내기도 하고 연인으로 지내기도 하고 가족도 만들고 직장도 다니고 휴가도 다니고 그런... 진짜 사람 인생처럼 플레이 하는 게임이야!,2 : 그게 벌써 4까지 나왔다니 인기가 아직도 여전한가 봐!
5005,1 : 주로 여자들이 많이 하는 거 같아!,2 : 오 생각보다 되게 구체적이고 디테일한 게임이겠는데?
5006,1 : 주로 여자들이 많이 하는 거 같아!,2 : 그 게임 캐릭터는 성인만 있는 거야 아니면 아이들도 있어?
5007,1 : 되게 재밌어 키키,2 : 오 진짜 신기하다 키키
5008,1 : 되게 재밌어 키키,2 : 엄청 재밌을 거 같아!
5009,1 : 되게 재밌어 키키,2 : 전에 본 건데 팬들이 자기가 좋아하는 연예인 모습이랑 비슷하게 심즈 캐릭터를 만들어서 올린 거도 본 적이 있거든!
5010,1 : 다만 무료 게임이 아니란 게 좀 아쉬워.,2 : 헉 무료 게임이 아니야?
5011,1 : 다만 무료 게임이 아니란 게 좀 아쉬워.,2 : 이럴 수가
5012,1 : 다만 무료 게임이 아니란 게 좀 아쉬워.,2 : 무료 게임인 줄 알았어!
5013,1 : 그래서 여러 개 사면 엄청 비싸더라고 ㅠ,2 : 헉 그렇구나.
5014,1 : 그래서 여러 개 사면 엄청 비싸더라고 ㅠ,2 : 돈이 들어가는 게임이면 확실히 이것저것 사다보면 돈 많이 나가겠다. ㅜㅜ
5015,1 : 게임 회사들도 먹고 살아야 하니까 그런 거겠지?,2 : 맞아 아무래도 무료로만 하게 되면 한계가 있을 테니까...
5016,1 : 게임 회사들도 먹고 살아야 하니까 그런 거겠지?,2 : 나도 예전에 캐릭터 예쁘게 꾸미고 싶어서 현금으로 조금씩 구매하고 했었던 게 기억나네 하하
5017,1 : 저가 항공 예약해서 취소 수수료가 와장창이어서 그냥 갔었거든.,2 : 헉 태풍 직후라니 ㅠㅠ
5018,1 : 저가 항공 예약해서 취소 수수료가 와장창이어서 그냥 갔었거든.,2 : 진짜 여행은 날씨가 제일 중요한데...
5019,1 : 저가 항공 예약해서 취소 수수료가 와장창이어서 그냥 갔었거든.,2 : 가서 여행하기 힘들었지?
5020,1 : 대신 내가 스노클링을 기대하고 갔었는데 태풍 지나간 후라서 파도가 너무 높아서 제대로 못했었어 ㅠㅠ,2 : 아이고 내가 다 속상하다 ㅠㅠ
5021,1 : 대신 내가 스노클링을 기대하고 갔었는데 태풍 지나간 후라서 파도가 너무 높아서 제대로 못했었어 ㅠㅠ,2 : 첫 해외여행이었는데 날씨가 안 도와줬구나.
5022,1 : 대신 내가 스노클링을 기대하고 갔었는데 태풍 지나간 후라서 파도가 너무 높아서 제대로 못했었어 ㅠㅠ,2 : 나도 여행 갔는데 날씨가 안 좋아서 좀 힘들었던 적이 있는데 정말 힘들더라구.
5023,1 : 국내는 그래도 뭐 날씨 안 좋으면 취소하겠는데 해외는 취소하면 수수료 손해가 너무 커서 ㅠㅠ,2 : 맞아 ㅠㅠ 특히 항공으로 가는 거다 보니까 그런 부분이 참 난감하고 어려워.
